name	scientificName	price	imageUrl	categoryName	company	route
SUGARLO 50 MG 30 TABS.	VILDAGLIPTIN	123.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sugarlo-50-mg-30-tablets-505391.jpg?v=1710451285	ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS	AL ESRAA PHARMACEUTICAL OPTIMA	ORAL.SOLID
SUPRAX 200 MG 8 CAPS.	CEFIXIME	138.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/suprax-200-mg-8-capsules-641454.jpg?v=1707299589	ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	KAHIRA > HIKMA PHARMA	ORAL.SOLID
SUPRAX 400 MG 5 CAPS.	CEFIXIME	159.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/suprax-400-mg-5-capsules-114688.jpg?v=1687731651	ANTIBIOTIC.CEPHALOSPORIN.THIRD-GENERATION	KAHIRA > HIKMA PHARMA	ORAL.SOLID
SYNJARDY 12.5/1000 MG 60 F.C. TABS.	EMPAGLIFLOZIN+METFORMIN	870.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/synjardy-125-mg-1000-mg-60-tablets-364149.jpg?v=1720943512	ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	BOEHRINGER INGELHEIM	ORAL.SOLID
SYNJARDY 5/1000 MG 60 F.C. TABS.	EMPAGLIFLOZIN+METFORMIN	870.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/synjardy-125-mg-1000-mg-60-tablets-364149.jpg?v=1720943512	ANTI-DIABETIC.SECRETAGOGUES.SGLT2 INHIBITORS	BOEHRINGER INGELHEIM	ORAL.SOLID
TADALIPTIS 20 MG 4 F.C. TABS.	TADALAFIL	118.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Tadaliptis-20-mg-4-Tab.webp?v=1754297259	SEXUAL TONIC	LIPTIS	ORAL.SOLID
TADALIPTIS 5 MG 30 F.C. TABS.	TADALAFIL	255.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/tadaliptis-5-mg-1024x768-1.webp?v=1754297258	SEXUAL TONIC	LIPTIS	ORAL.SOLID
TADALONG 20 MG 4 TABS.	TADALAFIL	84.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Tadalong20mg4Tab.webp?v=1771837497	SEXUAL TONIC	ANDALOUS PHARMA	ORAL.SOLID
TADALONG 5 MG 30 TABS.	TADALAFIL	187.50	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/TADALONG-5-MG-30-TAB-1.webp?v=1771837464	SEXUAL TONIC	ANDALOUS PHARMA	ORAL.SOLID
TAMSULIN 0.4 MG 28 CAPS.	TAMSULOSIN	124.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tamsulin-04-mg-28-capsules-215870.jpg?v=1695316000	URINATION-DIFFICULTY.ALPHA BLOCKER	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
TARDANZA 60 MG 3 F.C. TABS.	DAPOXETINE	90.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/tardanza-60-mg-3-tablets-604190.jpg?v=1737637001	PREMATURE EJACULATION	EVA PHARMA	ORAL.SOLID
TARGOFLOXIN 750 MG 10 F.C.TABS.	LEVOFLOXACIN	188.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/targofloxin-750-mg-10-tablets-113989.jpg?v=1710451371	ANTIBIOTIC.QUINOLONE	GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
TAVACIN 500 MG 5 F.C.TABS.	LEVOFLOXACIN	90.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tavacin-500-mg-5-tablets-374800.jpg?v=1687731736	ANTIBIOTIC.QUINOLONE	HIKMA PHARMA	ORAL.SOLID
TAVANIC 500 MG 5 F.C.TABS.	LEVOFLOXACIN	192.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tavanic-500-mg-5-tablets-781051.jpg?v=1687731735	ANTIBIOTIC.QUINOLONE	SANOFI	ORAL.SOLID
TEBOFORTIN 40 MG 30 F.C.TABS.	GINKGO BILOBA	120.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tebofortin-40-mg-30-tablets-800021.jpg?v=1707748047	BLOOD CIRCULATION ENHANCER	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
TEBOFORTIN FORTE 80 MG 30 F.C.TABS.	GINKGO BILOBA	165.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tebofortin-80-mg-30-tablets-530726.jpg?v=1707403032	BLOOD CIRCULATION ENHANCER	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
TEBONINA FORTE 40 MG 20 F.C.TABS.	GINKGO BILOBA	90.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tebonina-forte-40-mg-20-tablets-182519.jpg?v=1687731651	BLOOD CIRCULATION ENHANCER	EIPICO > DR. WILLMAR SCHWABE GMBH & CO. KG	ORAL.SOLID
TELFAST 120MG 20 F.C. TABS.	FEXOFENADINE	116.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Telfast_120mg_20Tabs_1615x1615_51da1801-8442-4b50-8d14-229633a5762f.webp?v=1772266385	ANTI-HISTAMINE.ANTI-ALLERGY	SANOFI	ORAL.SOLID
TELFAST 180MG 20 F.C. TABS.	FEXOFENADINE	160.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/280401.webp?v=1772266468	ANTI-HISTAMINE.ANTI-ALLERGY	SANOFI	ORAL.SOLID
TERBIN 250 MG 14 TAB.	TERBINAFINE	120.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/terbin-250-mg-14-tablets-994009.jpg?v=1731672712	ANTIFUNGALS.ALLYLAMINES	GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
THIOTACID COMPOUND 300 MG 30 CAPS.	THIOCTIC ACID(ALPHA LIPOIC ACID)+VITAMIN B1+VITAMIN B12	168.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/thiotacid-300-compound-30-capsules-711494.jpg?v=1687731791	ANTIOXIDANT	EVA PHARMA	ORAL.SOLID
TIRATAM 1000 MG 30 F.C.TABS.	LEVETIRACETAM	288.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tiratam-1000-mg-30-tablets-859928.jpg?v=1710451368	ANTI-EPILEPTIC.PYRROLIDINE	ANDALOUS PHARMA	ORAL.SOLID
TIRATAM 500 MG 30 F.C.TABS.	LEVETIRACETAM	222.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tiratam-500-mg-30-tablets-727528.jpg?v=1691501976	ANTI-EPILEPTIC.PYRROLIDINE	ANDALOUS PHARMA	ORAL.SOLID
TIRATAM 750 MG 20 F.C.TABS.	LEVETIRACETAM	148.00	https://demov2.egypt.dawatech.com/web/image/product.template/9132/image_1920	ANTI-EPILEPTIC.PYRROLIDINE	ANDALOUS PHARMA	ORAL.SOLID
TIRATAM XR 500 MG 20 F.C.TABS.	LEVETIRACETAM	148.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/tiratam-xr-500-mg-20-tablets-675711.jpg?v=1725079782	ANTI-EPILEPTIC.PYRROLIDINE	INTERNATIONAL DRUG AGENCY (IDI) > ANDALOUS PHARMA	ORAL.SOLID
TIRATAM XR 750 MG 20 F.C.TABS.	LEVETIRACETAM	148.00	https://demov2.egypt.dawatech.com/web/image/product.template/9132/image_1920	ANTI-EPILEPTIC.PYRROLIDINE	INTERNATIONAL DRUG AGENCY (IDI) > ANDALOUS PHARMA	ORAL.SOLID
TOBRADEX EYE OINT. 3.5 GM	DEXAMETHASONE+TOBRAMYCIN	63.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tobradex-eye-ointment-35-gm-578903.jpg?v=1687731793	ANTIBIOTIC WITH GLUCOCORTICOID	ALCON > NOVARTIS SCIENTIFIC OFFICE	EYE
TOBRIN 0.3% EYE DROPS 5 ML	TOBRAMYCIN	23.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tobrin-03-eye-drops-5-ml-205510.jpg?v=1687731794	AMINOGLYCOSIDE ANTIBIOTIC	EIPICO	EYE
TOBRIN 0.3% EYE.OINT. 5 GM	TOBRAMYCIN	23.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tobrin-03-eye-ointment-5-gm-965091.jpg?v=1687731795	AMINOGLYCOSIDE ANTIBIOTIC	EIPICO	EYE
TOPAMAX 100 MG 60 F.C. TABS.	TOPIRAMATE	816.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/topamax-100-mg-60-tablets-607965.jpg?v=1723909107	ANTI-EPILEPTIC.FRUCTOSE DERIVATIVE	JANSSEN CILAG > SOFICOPHARM	ORAL.SOLID
TOPAMAX 25 MG 60 F.C. TABS.	TOPIRAMATE	246.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/topamax-25-mg-60-tablets-937642.jpg?v=1691501977	ANTI-EPILEPTIC.FRUCTOSE DERIVATIVE	JANSSEN CILAG > SOFICOPHARM	ORAL.SOLID
TOPIRAMATE 100 MG 10 SCORED F.C. TABS.	TOPIRAMATE	75.00	https://demov2.egypt.dawatech.com/web/image/product.template/13235/image_1920	ANTI-EPILEPTIC.FRUCTOSE DERIVATIVE	SABAA	ORAL.SOLID
TORSERETIC 10 MG 30 TABS.	TORSEMIDE	93.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/torseretic-10-mg-30-tablets-863130.jpg?v=1707299649	DIURETIC.LOOP	MEDIZEN PHARMACEUTICAL INDUSTRIES > UTOPIA	ORAL.SOLID
TORSERETIC 100 MG 30 TABS.	TORSEMIDE	261.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/torseretic-100-mg-30-tablets-3683122.jpg?v=1762872519	DIURETIC.LOOP	MEDIZEN PHARMACEUTICAL INDUSTRIES > UTOPIA	ORAL.SOLID
TORSERETIC 20 MG 30 TABS.	TORSEMIDE	123.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/torseretic-20-mg-30-tablets-833528.jpg?v=1737504695	DIURETIC.LOOP	MEDIZEN PHARMACEUTICAL INDUSTRIES > UTOPIA	ORAL.SOLID
TORSERETIC 5 MG 30 TABS.	TORSEMIDE	60.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/torseretic-5-mg-30-tablets-691740.jpg?v=1707299644	DIURETIC.LOOP	MEDIZEN PHARMACEUTICAL INDUSTRIES > UTOPIA	ORAL.SOLID
TRANEX 500 MG 30 TABS.	TRANEXAMIC ACID	117.00	https://demov2.egypt.dawatech.com/web/image/product.template/11256/image_1920	BLEEDING.FIBRINOLYTICS INHIBITORS	EGPI > ABBOTT	ORAL.SOLID
TRAVERIA 200 MG 10 F.C. TAB.	RIFAXIMIN	63.00	https://demov2.egypt.dawatech.com/web/image/product.template/14826/image_1920	TRAVELERS DIARRHEA	WESTERN PHARMACEUTICALS INDUSTRIES	ORAL.SOLID
TREFLUCAN 150 MG 1 CAPS.	FLUCONAZOLE	28.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/treflucan-150-mg-1-capsule-449117.jpg?v=1728396374	ANTIFUNGALS.TRIAZOLES	EIPICO	ORAL.SOLID
TRENCEDIA 200 MG 30 F.C. TABS.	RIFAXIMIN	130.50	https://demov2.egypt.dawatech.com/web/image/product.template/9385/image_1920	TRAVELERS DIARRHEA	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
TRENCEDIA 550 MG 10 F.C. TABS.	RIFAXIMIN	92.50	https://demov2.egypt.dawatech.com/web/image/product.template/11675/image_1920	TRAVELERS DIARRHEA	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
TRENTAL 400 SR 20 F.C.TABS.	PENTOXIFYLLINE	128.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/trental-400-mg-sr-20-tablets-532016.jpg?v=1687731797	ANTI-ISCHEMIC	SANOFI	ORAL.SOLID
TRIACOR 5/5 MG 10 F.C.TABS.	FELODIPINE+RAMIPRIL	57.00	https://demov2.egypt.dawatech.com/web/image/product.template/13228/image_1920	ANTI-HYPERTENSIVE	ASTRA ZENECA > SANOFI	ORAL.SOLID
TRILLERG EYE DROPS 10 ML	ANTAZOLINE+TETRAHYDROZOLINE	24.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/trillerg-eye-drops-10-ml-599797.jpg?v=1687731799	ANTI-ALLERGIC	ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA	EYE
TRIMED FLU 20 F.C. TABS.	LORATADINE+PARACETAMOL(ACETAMINOPHEN)+PSEUDOEPHEDRINE	58.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/trimed-flu-20-tablets-655163.jpg?v=1687731749	COLD PRODUCTS	MINA PHARM	ORAL.SOLID
TRIO-CLAR 42 CAPS.	CLARITHROMYCIN+OMEPRAZOLE+TINIDAZOLE	220.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/trio-clar-42-capsules-501397.jpg?v=1738632573	GIT.TRIPLE THERAPY FOR H.PYLORI	HIKMA PHARMA	ORAL.SOLID
TRIPLIXAM 10/2.5/10MG 15 F.C.TABS.	AMLODIPINE+INDAPAMIDE+PERINDOPRIL	234.00	https://demov2.egypt.dawatech.com/web/image/product.template/4729/image_1920	ANTI-HYPERTENSIVE.COMBINED DIURETIC WITH (CA) CHANNEL BLOCKER & ACE INH	SERVIER	ORAL.SOLID
TRIPLIXAM 10/2.5/5MG 15 F.C.TABS.	AMLODIPINE+INDAPAMIDE+PERINDOPRIL	176.00	https://demov2.egypt.dawatech.com/web/image/product.template/4729/image_1920	ANTI-HYPERTENSIVE.COMBINED DIURETIC WITH (CA) CHANNEL BLOCKER & ACE INH	SERVIER	ORAL.SOLID
TRIPLIXAM 5/1.25/5MG 15 F.C.TABS.	AMLODIPINE+INDAPAMIDE+PERINDOPRIL	146.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/triplixam-5-mg-125-mg-5-mg-15-tablets-170466.jpg?v=1717154417	ANTI-HYPERTENSIVE.COMBINED DIURETIC WITH (CA) CHANNEL BLOCKER & ACE INH	SERVIER	ORAL.SOLID
TRITACE PROTECT 10 MG 20 TAB.	RAMIPRIL	132.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tritace-protect-10-mg-20-tablets-985060.jpg?v=1747985183	ANTI-HYPERTENSIVE.ACE	SANOFI	ORAL.SOLID
TRITTICO 100 MG 20 TABS.	TRAZODONE	60.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/trittico-100-mg-20-tablets-375182.jpg?v=1743056045	PSYCHIATRIC.ANTIDEPRESSANTS	EIPICO > ANGLINY	ORAL.SOLID
TRITTICO 50 MG 20 TABS.	TRAZODONE	38.00	https://demov2.egypt.dawatech.com/web/image/product.template/16719/image_1920	PSYCHIATRIC.ANTIDEPRESSANTS	EIPICO > ANGLINY	ORAL.SOLID
TRYPTIZOL 25 MG 30 TABS.	AMITRIPTYLINE	33.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/tryptizol-25-mg-30-tablets-804264.jpg?v=1687731802	PSYCHIATRIC.ANTIDEPRESSANTS	KAHIRA	ORAL.SOLID
TUSSINOR SYRUP 120 ML	GUAVA LEAVES+TILIA FLOWER	35.00	https://demov2.egypt.dawatech.com/web/image/product.template/15609/image_1920	ANTI-COUGH	MASH PREMIERE	ORAL.LIQUID
TWINZOL EYE DROPS 5 ML	DORZOLAMIDE+TIMOLOL	93.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/twinzol-eye-drops-5-ml-967110.jpg?v=1687731801	ANTIGLAUCOMA	ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA	EYE
TWYNSTA 80 / 5 MG 28 TAB.	TELMISARTAN+AMLODIPINE	192.00	https://demov2.egypt.dawatech.com/web/image/product.template/5729/image_1920	ANTI-HYPERTENSIVE	BOEHRINGER INGELHEIM	ORAL.SOLID
TYKERB 250 MG 70 F.C.TABS.	LAPATINIB	11848.00	https://demov2.egypt.dawatech.com/web/image/product.template/238/image_1920	ANTINEOPLASTIC	GLAXO SMITHKLINE > NOVARTIS	ORAL.SOLID
ULTRASOLV 10 F.C. TAB	CARBOCYSTEINE+GUAIFENESIN+OXOMEMAZINE	31.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/ultrasolv-10-tablets-161569.jpg?v=1734803471	COUGH PRODUCTS	AMOUN	ORAL.SOLID
URICODROP 80 MG 30 F.C. TABS.	FEBUXOSTAT	123.00	https://demov2.egypt.dawatech.com/web/image/product.template/8363/image_1920	ANTIGOUT	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
URIPAN 5 MG 30 TABS.	OXYBUTYNIN	54.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/uripan-5-mg-30-tablets-813458.jpg?v=1707748099	URINARY INCONTINENCE.ANTISPASMODICS.MUSCARINIC ANTAGONISTS	ADWIA	ORAL.SOLID
URSOPLUS 20 CAPS.	SILYMARIN+URSODEOXYCHOLIC ACID	174.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/ursoplus-20-capsules-714151.jpg?v=1694883192	LIVER SUPPORT	MINA PHARM	ORAL.SOLID
V.V. CREAM 50 GM	HORSE CHESTNUT+CENTELLA+GRAPE SEED+VITAMIN K+VITAMIN E+ALOE VERA+CALENDULA	139.00	https://demov2.egypt.dawatech.com/web/image/product.template/11185/image_1920	VARICOSE	LEADER INDUSTRY > FARABI	TOPICAL
VALPROEX CR 500 MG 30 F.C.TABS.	VALPROIC ACID	48.00	https://demov2.egypt.dawatech.com/web/image/product.template/16039/image_1920	ANTICONVULSANT	MUP	ORAL.SOLID
VARDAPEX 10 MG 4 F.C. TABS.	VARDENAFIL	28.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Vardapex-10-mg-4-Tab.webp?v=1754297238	SEXUAL TONIC	MULTI-APEX	ORAL.SOLID
VASCON 1% ORAL DROPS 15 ML	ETILEFRINE	50.00	https://demov2.egypt.dawatech.com/web/image/product.template/18349/image_1920	HYPOTENSION	HI-PHARM	ORAL.LIQUID
VAXATO 15 MG 30 TABS.	RIVAROXABAN	390.00	https://demov2.egypt.dawatech.com/web/image/product.template/2427/image_1920	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	RAMEDA	ORAL.SOLID
VAXATO 20 MG 30 TABS.	RIVAROXABAN	390.00	https://demov2.egypt.dawatech.com/web/image/product.template/2426/image_1920	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	RAMEDA	ORAL.SOLID
VELOSEF 1 GM 8 TABS.	CEPHRADINE	98.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/velosef-1-gm-8-tablets-411522.jpg?v=1723909243	ANTIBIOTIC.CEPHALOSPORIN.FIRST-GENERATION	SMITHKLINE BEECHAM > GLAXO SMITHKLINE	ORAL.SOLID
VENAXAN 500 MG 5 F.C.TABS.	LEVOFLOXACIN	48.00	https://demov2.egypt.dawatech.com/web/image/product.template/16037/image_1920	ANTIBIOTIC.QUINOLONE	SEDICO	ORAL.SOLID
VENOTEC 100 MG 30 CAPS.	PINE BARK EXTRACT	54.00	https://demov2.egypt.dawatech.com/web/image/product.template/13566/image_1920	VEINATONIC	DEBEIKY > PHARMA GREEN	ORAL.SOLID
VENTOCOUGH SYRUP 125 ML	GUAIFENESIN+SALBUTAMOL+BROMHEXINE	30.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/ventocough-syrup-125-ml-519234.jpg?v=1736900306	COUGH PRODUCTS	GRAND PHARMA > GLENMARK PHARMACEUTICALS	ORAL.LIQUID
VERDO 20 CAPS.	PEPPERMINT OIL+ANISE OIL+GINGER OIL+THYME OIL	160.00	https://demov2.egypt.dawatech.com/web/image/product.template/6833/image_1920	GIT DISTURBANCES	HOCHSTER PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
VESICARE 5 MG 30 F.C.TABS.	SOLIFENACIN SUCCINATE	377.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/vesicare-5-mg-30-tablets-423476.jpg?v=1734016915	URINARY INCONTINENCE.ANTISPASMODICS.MUSCARINIC ANTAGONISTS	ASTELLAS PHARMA > AKHNATON TRADING & DISTRIBUTION	ORAL.SOLID
VFEND 50 MG 10 F.C.TABS.	VORICONAZOLE	1067.00	https://demov2.egypt.dawatech.com/web/image/product.template/1590/image_1920	ANTIFUNGALS.TRIAZOLES	PFIZER	ORAL.SOLID
VIAGRA 100 MG 4 F.C.TABS.	SILDENAFIL	144.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/viagra-100-mg-4-tablets-513543.jpg?v=1707299715	SEXUAL TONIC	VIATRIS	ORAL.SOLID
VIAGRA 50 MG 4 F.C.TABS.	SILDENAFIL	112.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/viagra-50-mg-4-tablets-641148.jpg?v=1707299715	SEXUAL TONIC	VIATRIS	ORAL.SOLID
VIAVAG 100 MG  10 F.C.TABS.	SILDENAFIL	80.00	https://demov2.egypt.dawatech.com/web/image/product.template/13498/image_1920	SEXUAL TONIC	HI-PHARM	ORAL.SOLID
VIAVAG 25 MG 10 F.C.TABS.	SILDENAFIL	35.00	https://demov2.egypt.dawatech.com/web/image/product.template/15772/image_1920	SEXUAL TONIC	HI-PHARM	ORAL.SOLID
VILAPHORIA 10 MG 30 F.C.TABS.	VILAZODONE	183.00	https://demov2.egypt.dawatech.com/web/image/product.template/5995/image_1920	ANTIDEPRESSANT.SELECTIVE SEROTONIN REUPTAKE INHIBITOR	RAMEDA	ORAL.SOLID
VILAPHORIA 20 MG 30 F.C.TABS.	VILAZODONE	294.00	https://demov2.egypt.dawatech.com/web/image/product.template/4939/image_1920	ANTIDEPRESSANT.SELECTIVE SEROTONIN REUPTAKE INHIBITOR	RAMEDA	ORAL.SOLID
VILAPHORIA 40 MG 30 F.C.TABS.	VILAZODONE	477.00	https://demov2.egypt.dawatech.com/web/image/product.template/2637/image_1920	ANTIDEPRESSANT.SELECTIVE SEROTONIN REUPTAKE INHIBITOR	RAMEDA	ORAL.SOLID
VILAZOVER 40 MG 30 TABS.	VILAZODONE	337.50	https://demov2.egypt.dawatech.com/web/image/product.template/4070/image_1920	ANTIDEPRESSANT.SELECTIVE SEROTONIN REUPTAKE INHIBITOR	AVERROES PHARMA-EGYPT	ORAL.SOLID
VILDAGLUSE PLUS 50/1000 MG 30 TABS.	METFORMIN HYDROCHLORIDE+VILDAGLIPTIN	147.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/vildagluse-plus-50-mg-1000-mg-30-tablets-812147.jpg?v=1687731883	ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS	DEBEIKY > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
VILDAGLUSE PLUS 50/500 MG 30 TABS.	METFORMIN HYDROCHLORIDE+VILDAGLIPTIN	132.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/vildagluse-plus-50-mg-1000-mg-30-tablets-812147.jpg?v=1687731883	ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS	DEBEIKY > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
VIRUSTAT 5% CREAM 5 GM	ACYCLOVIR	13.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/virustat-5-cream-5-gm-807418.jpg?v=1743241086	ANTI-VIRAL.NUCLEOSIDE	PHAROPHARMA	TOPICAL
VISANNE 2 MG 28 TABS.	DIENOGEST	518.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/visanne-2-mg-28-tablets-613675.jpg?v=1727919786	CONTRACEPTIVE	BAYER SCHERING > BAYER HEALTHCARE	ORAL.SOLID
VOLTAREN 1% EMULGEL 100 GM	DICLOFENAC DIETHYLAMINE	101.00	https://demov2.egypt.dawatech.com/web/image/product.template/9413/image_1920	ANALGESIC	NOVARTIS > GLAXO SMITHKLINE	TOPICAL
VOLTAREN 1% EMULGEL 25 GM	DICLOFENAC DIETHYLAMINE	39.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/voltaren-1-emulgel-25-gm-600002.jpg?v=1695316277	ANALGESIC	NOVARTIS > GLAXO SMITHKLINE	TOPICAL
VOLTAREN 1% EMULGEL 50 GM	DICLOFENAC DIETHYLAMINE	68.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/voltaren-1-emulgel-50-gm-521005.jpg?v=1695316277	ANALGESIC	NOVARTIS > GLAXO SMITHKLINE	TOPICAL
VONACIDAN 20 MG 20 F.C.TABS.	VONOPRAZAN	192.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/vonacidan-20-mg-20-tablets-3516529.jpg?v=1757597021	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	AL ESRAA PHARMACEUTICAL OPTIMA	ORAL.SOLID
VONACIDAN 20 MG 28 F.C.TABS.	VONOPRAZAN	192.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/vonacidan-20-mg-20-tablets-3516529.jpg?v=1757597021	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	AL ESRAA PHARMACEUTICAL OPTIMA	ORAL.SOLID
VONASPIRE 10 MG 14 F.C.TABS.	VONOPRAZAN	56.00	https://demov2.egypt.dawatech.com/web/image/product.template/13273/image_1920	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO. > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
VONASPIRE 20 MG 14 F.C.TABS.	VONOPRAZAN	104.00	https://demov2.egypt.dawatech.com/web/image/product.template/9340/image_1920	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO.  > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
VONDALOUS 20 MG 20 F.C. TABS.	VONOPRAZAN	138.00	https://demov2.egypt.dawatech.com/web/image/product.template/7730/image_1920	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	ANDALOUS PHARMA	ORAL.SOLID
VONOPRAVIN 20 MG 28 F.C. TABS.	VONOPRAZAN	276.00	https://demov2.egypt.dawatech.com/web/image/product.template/5826/image_1920	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	FUTURE PHARMACEUTICAL INDUSTRIES (FPI) > UTOPIA	ORAL.SOLID
VONSECA 20 MG 14 TABS.	VONOPRAZAN	140.00	https://demov2.egypt.dawatech.com/web/image/product.template/7657/image_1920	PEPTIC ULCER.POTASSIUM-COMPETITIVE ACID BLOCKER	ZETA PHARM	ORAL.SOLID
VORTOXICALM 20 MG 20 F.C.TABS.	VORTIOXETINE	534.00	https://demov2.egypt.dawatech.com/web/image/product.template/1564/image_1920	PSYCHIATRIC.ANTIDEPRESSANTS	EVA PHARMA	ORAL.SOLID
XANOXIBAN 10 MG 10 F.C. TABS.	RIVAROXABAN	171.00	https://demov2.egypt.dawatech.com/web/image/product.template/7985/image_1920	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	HIKMA PHARMA	ORAL.SOLID
XARELTO 10 MG 10 F.C. TAB.	RIVAROXABAN	421.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/xarelto-10-mg-10-tablets-602076.jpg?v=1687731884	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	BAYER HEALTHCARE	ORAL.SOLID
