name	scientificName	price	imageUrl	categoryName	company	route
PEPZOL 20 MG 14 CAPS.	OMEPRAZOLE	47.00	https://demov2.egypt.dawatech.com/web/image/product.template/14267/image_1920	PEPTIC ULCER.PROTON PUMP INHIBITOR	HIKMA PHARMA	ORAL.SOLID
PHENADONE SYRUP 100 ML	CHLORPHENIRAMINE+DEXAMETHASONE	37.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/phenadone-syrup-100-ml-109127.jpg?v=1687731417	ANTI-HISTAMINE.ANTI-ALLERGY.COMBINED WITH GLUCOCORTICOID STEROID	ARAB DRUG COMPANY (ADCO)	ORAL.LIQUID
PIASCLEDINE 300 MG 15 CAPS.	AVOCADO OIL+SOYA BEAN OIL	450.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/piascledine-300-mg-15-capsules-892743.jpg?v=1687731423	JOINTS ARTHRITIS	LABORATOIRES EXPANSCIENCE > COPAD PHARMA	ORAL.SOLID
PIVASTALO 2 MG 28 TABS.	PITAVASTATIN	192.00	https://demov2.egypt.dawatech.com/web/image/product.template/5730/image_1920	ANTIHYPERLIPIDEMIC.STATINS	DEBEIKY > GROWTH PHARMA	ORAL.SOLID
PIXASPIRE 5 MG 30 F.C. TABS.	APIXABAN	269.25	https://demov2.egypt.dawatech.com/web/image/product.template/4043/image_1920	ANTICOAGULANT	INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
PK-MERZ 100 MG 30 F.C.TABS.	AMANTADINE	27.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/pk-merz-100-mg-30-tablets-980724.jpg?v=1724880054	ANTI-VIRAL.UNCOATING INHIBITOR	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI) > MERZ	ORAL.SOLID
PLAVIX 75 MG 28 F.C.TABS.	CLOPIDOGREL	311.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/plavix-75-mg-28-tablets-361508.jpg?v=1687731421	ANTIPLATLET.ADP RECEPTOR BLOCKER	SANOFI WINTHROP > SANOFI	ORAL.SOLID
PLETAAL 100 MG 20 TAB.	CILOSTAZOL	160.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/pletaal-100-mg-20-tablets-470249.jpg?v=1707299353	ANTIPLATLET.PHOSPHODIESTERASE 3 INHIBITOR	OTSUKA	ORAL.SOLID
PLETAAL 50 MG 20 TAB.	CILOSTAZOL	122.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/pletaal-50-mg-20-tablets-713114.jpg?v=1687731423	ANTIPLATLET.PHOSPHODIESTERASE 3 INHIBITOR	OTSUKA	ORAL.SOLID
POWCOLD ORAL SUSP. 100 ML	IBUPROFEN+PSEUDOEPHEDRINE	34.00	https://demov2.egypt.dawatech.com/web/image/product.template/18413/image_1920	COLD PRODUCTS	CHEMIPHARM	ORAL.LIQUID
POWER COLD & FLU 20 TAB.	CAFFEINE+CHLORPHENIRAMINE+PARACETAMOL(ACETAMINOPHEN)+PSEUDOEPHEDRINE	42.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/power-cold-and-flu-20-tablets-326581.jpg?v=1710537565	COLD PRODUCTS	CHEMIPHARM	ORAL.SOLID
PROCTO-4 CREAM 15 GM	AESCULIN+CINCHOCAINE+FRAMYCETIN+HYDROCORTISONE	6.50	https://demov2.egypt.dawatech.com/web/image/product.template/18702/image_1920	HEMORRHOIDS	AMOUN	TOPICAL
PRONTO PLUS 20 TAB.	CAFFEINE+PARACETAMOL(ACETAMINOPHEN)	40.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/pronto-plus-20-tablets-6744612.jpg?v=1781295981	ANALGESIC.ANTIPYRETIC	OCTOBER PHARMA	ORAL.SOLID
PROTHIADEN 75 MG 10 TABS.	DOTHIEPIN(DOSULEPIN)	18.00	https://demov2.egypt.dawatech.com/web/image/product.template/17696/image_1920	TRICYCLIC ANTIDEPRESSANT	KAHIRA > ABBOTT LABORATORIES	ORAL.SOLID
PROTOFIX 20 MG 14 E.C.TABS.	PANTOPRAZOLE	90.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/protofix-20-mg-14-tablets-774638.jpg?v=1749684062	PEPTIC ULCER.PROTON PUMP INHIBITOR	RAMEDA	ORAL.SOLID
PROTOFIX 40 MG 14 E.C.TABS.	PANTOPRAZOLE	116.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/protofix-40-mg-14-tablets-286570.jpg?v=1707747801	PEPTIC ULCER.PROTON PUMP INHIBITOR	RAMEDA	ORAL.SOLID
PROTOLANS 60 MG 14 CAPS.	DEXLANSOPRAZOLE	137.00	https://demov2.egypt.dawatech.com/web/image/product.template/7736/image_1920	PEPTIC ULCER.PROTON PUMP INHIBITOR	AUG PHARMA	ORAL.SOLID
PROTOPIC 0.03 % OINT. 30 GM	TACROLIMUS	371.00	https://demov2.egypt.dawatech.com/web/image/product.template/2598/image_1920	DERMATOLOGICAL DRUGS.IMMUNOSUPPRESSANT	LEO PHARMACEUTICAL PRODUCTS	TOPICAL
PROTOPIC 0.1 % OINT. 30 GM	TACROLIMUS	407.00	https://demov2.egypt.dawatech.com/web/image/product.template/2598/image_1920	DERMATOLOGICAL DRUGS.IMMUNOSUPPRESSANT	LEO PHARMACEUTICAL PRODUCTS	TOPICAL
PROTOZOLE 500 MG 12 F.C.TABS.	TINIDAZOLE	39.00	https://demov2.egypt.dawatech.com/web/image/product.template/18319/image_1920	ANTIPROTOZOAL	MUP	ORAL.SOLID
PROVIRON 25 MG 20 TABS.	MESTEROLONE	227.00	https://demov2.egypt.dawatech.com/web/image/product.template/10943/image_1920	ANDROGEN	BAYER SCHERING > BAYER HEALTHCARE	ORAL.SOLID
PROXIMOL COMPOUND EFF. GRANULES 60 GM	HEXAMINE+PIPERAZINE+PROXIMADIOL	52.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/proximol-compound-effervescent-granules-60-gm-152069.jpg?v=1687731427	URINARY.ANALGESIC.ANTISEPTIC	KAHIRA	EFF
PRUCASOFT 1 MG 14 F.C.TABS.	PRUCALOPRIDE	118.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/prucasoft-1-mg-14-tablets-328116.jpg?v=1695315758	LAXATIVE	MARCYRL	ORAL.SOLID
PRUCASOFT 2 MG 14 F.C.TABS.	PRUCALOPRIDE	118.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/prucasoft-2-mg-14-tablets-267775.jpg?v=1695315761	LAXATIVE	MARCYRL	ORAL.SOLID
PSYCHOPRAM 20 MG 20 F.C.TABS.	ESCITALOPRAM	140.00	https://demov2.egypt.dawatech.com/web/image/product.template/9256/image_1920	PSYCHIATRIC.ANTIDEPRESSANTS	MULTI-APEX > MULTICARE	ORAL.SOLID
QUETIAZIC XR 150 MG 30 TABS.	QUETIAPINE	195.00	https://demov2.egypt.dawatech.com/web/image/product.template/5679/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO. > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
QUETIAZIC XR 400 MG 30 TABS.	QUETIAPINE	387.00	https://demov2.egypt.dawatech.com/web/image/product.template/3611/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO. > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
QUETIAZIC XR 50 MG 30 TABS.	QUETIAPINE	113.50	https://demov2.egypt.dawatech.com/web/image/product.template/8932/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	AL ROWAD PHARMACEUTICAL INDUSTRIAL CO. > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
QUINOFLOXACHEM 400 MG 5 F.C.TABS.	MOXIFLOXACIN	54.00	https://demov2.egypt.dawatech.com/web/image/product.template/13560/image_1920	ANTIBIOTIC.QUINOLONE	EGPI > PEOPLE PHARMA	ORAL.SOLID
QUITAPEX 100 MG 30 F.C.TABS.	QUETIAPINE	186.00	https://demov2.egypt.dawatech.com/web/image/product.template/6559/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	MULTI-APEX	ORAL.SOLID
QUITAPEX 200 MG 30 F.C.TABS.	QUETIAPINE	261.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/quitapex-200-mg-30-tablets-434940.jpg?v=1728395898	PSYCHIATRIC.ANTIPSYCHOTICS	MULTI-APEX	ORAL.SOLID
QUITAPEX 25 MG 30 F.C.TABS.	QUETIAPINE	87.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/quitapex-25-mg-30-tablets-165400.jpg?v=1687731532	PSYCHIATRIC.ANTIPSYCHOTICS	MULTI-APEX	ORAL.SOLID
QUITAPEX 300 MG XR 30 F.C.TABS.	QUETIAPINE	336.00	https://demov2.egypt.dawatech.com/web/image/product.template/4231/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	MULTI-APEX	ORAL.SOLID
QUITAPEX 400 MG XR 30 F.C.TABS.	QUETIAPINE	387.00	https://demov2.egypt.dawatech.com/web/image/product.template/3612/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	MULTI-APEX	ORAL.SOLID
RAIBYAX 12/50 MG 30 CAPS.	FLUOXETINE+OLANZAPINE	306.00	https://demov2.egypt.dawatech.com/web/image/product.template/4771/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	MARCYRL > RAMEDA	ORAL.SOLID
RAIBYAX 6/50 MG 30 CAPS.	FLUOXETINE+OLANZAPINE	216.00	https://demov2.egypt.dawatech.com/web/image/product.template/6706/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	MARCYRL > RAMEDA	ORAL.SOLID
REAGILA 6 MG 28 CAPS.	CARIPRAZINE	891.00	https://demov2.egypt.dawatech.com/web/image/product.template/883/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	GEDEON RICHTER > HIKMA PHARMA	ORAL.SOLID
RECOXIBRIGHT 120 MG 7 F.C.TABS.	ETORICOXIB	88.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/recoxibright-120-mg-7-tablets-801475.jpg?v=1687731538	NSAID.SELECTIVE COX-2 INHIBITORS	RAMEDA	ORAL.SOLID
RECTIVARD 20 MG 2 F.C. TAB.	VARDENAFIL	19.00	https://demov2.egypt.dawatech.com/web/image/product.template/18127/image_1920	SEXUAL TONIC	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
REGCOR 10 MG 10 TAB.	AMLODIPINE	22.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/regcor-10-mg-10-tablets-610772.jpg?v=1717153753	ANTIHYPERTENSIVE.SELECTIVE CALCIUM CHANNEL BLOCKER	EIPICO	ORAL.SOLID
REGCOR 5 MG 10 TAB.	AMLODIPINE	20.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/regcor-5-mg-10-tablets-875468.jpg?v=1731672430	ANTIHYPERTENSIVE.SELECTIVE CALCIUM CHANNEL BLOCKER	EIPICO	ORAL.SOLID
RELAXON 30 CAPS.	CHLORZOXAZONE+PARACETAMOL(ACETAMINOPHEN)	69.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/relaxon-30-capsules-206637.jpg?v=1723908753	MUSCLE RELAXANT	JAMJOOM PHARMACEUTICALS	ORAL.SOLID
RENICLAIR NASAL SPRAY 15 ML	GLYCEROL+HPMC+EUCALYPTUS OIL+ROSEMARY+THYME+MENTHOL	370.00	https://demov2.egypt.dawatech.com/web/image/product.template/3195/image_1920	NASAL DECONGESTANT	VITRO-BIO > PAXAL	SPRAY
REPAGLINIDE 1 MG 30 TAB.	REPAGLINIDE	63.00	https://demov2.egypt.dawatech.com/web/image/product.template/16709/image_1920	ANTI-DIABETIC.SECRETAGOGUES.GLINIDES	EIPICO	ORAL.SOLID
REPARIL - N GEL 40 GM	AESCIN+DIETHYLAMINE SALICYLATE	58.00	https://demov2.egypt.dawatech.com/web/image/product.template/13176/image_1920	NSAID.ANTIREHUMATIC.SALICYLATES	CID > MEDA AB	TOPICAL
RESOLOR 2 MG 28 F.C.TABS.	PRUCALOPRIDE	696.00	https://demov2.egypt.dawatech.com/web/image/product.template/1576/image_1920	LAXATIVE	JANSSEN CILAG > SOFICOPHARM	ORAL.SOLID
RESPENZO 600 MG 10 F.C.TABS.	LINEZOLID	206.00	https://demov2.egypt.dawatech.com/web/image/product.template/5262/image_1920	ANTIBIOTIC.OXAZOLIDINONE	SIGMA > HOCHSTER PHARMACEUTICAL INDUSTRIES	ORAL.SOLID
RESTOLAM 1 MG 30 TABS.	ALPRAZOLAM	63.00	https://demov2.egypt.dawatech.com/web/image/product.template/15919/image_1920	PSYCHIATRIC.ANXIOLYTICS-HYPNOTICS	GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
RISCURE 1 MG 20 F.C. TAB.	RISPERIDONE	37.00	https://demov2.egypt.dawatech.com/web/image/product.template/17042/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
RISDAL 4 MG 20 F.C.TABS.	RISPERIDONE	80.00	https://demov2.egypt.dawatech.com/web/image/product.template/10994/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	EIPICO	ORAL.SOLID
RIVAROSPIRE 10 MG 20 F.C.TABS.	RIVAROXABAN	254.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rivarospire-10-mg-20-tablets-452883.jpg?v=1687731544	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	SEDICO > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
RIVAROSPIRE 2.5 MG 30 F.C.TABS.	RIVAROXABAN	99.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rivarospire-25-mg-30-tablets-570663.jpg?v=1716285714	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	SEDICO > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
RIVAROSPIRE 20 MG 28 F.C.TABS.	RIVAROXABAN	364.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rivarospire-20-mg-28-tablets-664527.jpg?v=1691501739	ANTIPLATLET.DIRECT FACTOR XA INHIBITOR	SEDICO > INSPIRE PHARMACEUTICAL COMPANY	ORAL.SOLID
RIVO 75 MG 30 CHEW. TABS.	ACETYLSALICYLIC ACID	21.00	https://demov2.egypt.dawatech.com/web/image/product.template/18350/image_1920	NSAID.SALICYLATES	ARAB DRUG COMPANY (ADCO)	ORAL.SOLID
ROACCUTANE 20 MG 30 CAPS.	ISOTRETINOIN	533.00	https://demov2.egypt.dawatech.com/web/image/product.template/2238/image_1920	ACNE	F.HOFFMAN LA ROCHE	ORAL.SOLID
ROSUVAST 20 MG 14 F.C.TAB.	ROSUVASTATIN	118.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rosuvast-20-mg-14-tablets-535857.jpg?v=1707747859	ANTIHYPERLIPIDEMIC.STATINS	CHEMIPHARM	ORAL.SOLID
ROTAHELEX SYRUP 120 ML	IVY LEAVES	70.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rotahelex-syrup-120-ml-173400.jpg?v=1725270474	COUGH PRODUCTS	GRAND PHARMA > EGYPHARMA	ORAL.LIQUID
ROWACHOL 45 CAPS.	ALPHA PINENE+BETA PINENE+BORNEOL+CAMPHENE+CINEOL+MENTHOL+MENTHONE	93.00	https://demov2.egypt.dawatech.com/web/image/product.template/11730/image_1920	CHOLERETIC	ROWA-WAGNER K.G.W GERMANY > AMOUN	ORAL.SOLID
ROXOGESIC 60 MG 20 TABS.	LOXOPROFEN	76.00	https://demov2.egypt.dawatech.com/web/image/product.template/13657/image_1920	NSAID.PROPIONIC ACID DERIVATIVES	EGPI > TAG PHARMA	ORAL.SOLID
RUTA-C 60 MG 20 TABS.	RUTIN+VITAMIN C	32.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/ruta-c-60-20-tablets-167485.jpg?v=1723908809	VEINOTONIC	KAHIRA	ORAL.SOLID
RYBELSUS 14 MG 10 TABS.	SEMAGLUTIDE	1575.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-14-mg-10-tablets-530696.jpg?v=1687731592	ANTI-DIABETIC.(GLP-1) RECEPTOR AGONIST	NOVO NORDISK > NOVO NORDISK SCIENTIFIC OFFICE	ORAL.SOLID
RYBELSUS 3 MG 10 TABS.	SEMAGLUTIDE	1575.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-3-mg-10-tablets-763023.jpg?v=1699588553	ANTI-DIABETIC.(GLP-1) RECEPTOR AGONIST	NOVO NORDISK > NOVO NORDISK SCIENTIFIC OFFICE	ORAL.SOLID
RYBELSUS 7 MG 10 TABS.	SEMAGLUTIDE	1575.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/rybelsus-7-mg-10-tablets-883042.jpg?v=1687731593	ANTI-DIABETIC.(GLP-1) RECEPTOR AGONIST	NOVO NORDISK > NOVO NORDISK SCIENTIFIC OFFICE	ORAL.SOLID
RYTMONORM 150 MG 30 F.C.TABS.	PROPAFENONE	130.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/rytmonorm-150-mg-30-tablets-718784.jpg?v=1723908811	ANTIARRHYTHMIAS.CLASS IC	KAHIRA > ABBOTT LABORATORIES	ORAL.SOLID
SACNEL CREAM 30 GM	SALICYLIC ACID+TRICLOSAN+ALLANTOIN	65.00	https://demov2.egypt.dawatech.com/web/image/product.template/13999/image_1920	ANTI-ACNE	WEISER	TOPICAL
SALIBET OINT. 30 GM	BETAMETHASONE+SALICYLIC ACID	29.00	https://demov2.egypt.dawatech.com/web/image/product.template/16484/image_1920	GLUCOCORTICOID WITH KERATOLYTIC	JAMJOOM PHARMACEUTICALS	TOPICAL
SAXAPTIN 5 MG 30 F.C. TABS.	SAXAGLIPTIN	138.00	https://demov2.egypt.dawatech.com/web/image/product.template/7699/image_1920	ANTI-DIABETIC.SECRETAGOGUES.DPP-4 INHIBITORS	MASH PREMIERE > BIOMED PHARMACEUTICALS	ORAL.SOLID
SECNIDAZOLE 500 MG 4 TAB.	SECNIDAZOLE	15.00	https://demov2.egypt.dawatech.com/web/image/product.template/18533/image_1920	ANTIPROTOZOAL	EIPICO	ORAL.SOLID
SEIZURLESS 500 MG 30 F.C.TABS.	LEVETIRACETAM	222.00	https://demov2.egypt.dawatech.com/web/image/product.template/8430/image_1920	ANTI-EPILEPTIC.PYRROLIDINE	MASH PREMIERE	ORAL.SOLID
SEIZURLESS XR 500 MG 30 F.C.TABS.	LEVETIRACETAM	222.00	https://demov2.egypt.dawatech.com/web/image/product.template/8430/image_1920	ANTI-EPILEPTIC.PYRROLIDINE	MASH PREMIERE	ORAL.SOLID
SELGON 20 MG 20 TABS.	PIPAZETHATE	30.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/selgon-20-mg-20-tablets-722319.jpg?v=1691501798	ANTI-COUGH.NON-PRODUCTIVE	EIPICO	ORAL.SOLID
SEROQUEL XR 50 MG 10 TAB.	QUETIAPINE	66.50	https://demov2.egypt.dawatech.com/web/image/product.template/14418/image_1920	PSYCHIATRIC.ANTIPSYCHOTICS	ASTRA ZENECA	ORAL.SOLID
SERVIFLOX 750 MG 10 F.C. TAB.	CIPROFLOXACIN	39.00	https://demov2.egypt.dawatech.com/web/image/product.template/15257/image_1920	ANTIBIOTIC.QUINOLONE	NOVARTIS	ORAL.SOLID
SILDEN 100 MG 8 F.C. TABS.	SILDENAFIL	66.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Silden100mg8Tab.webp?v=1771840105	SEXUAL TONIC	EIPICO	ORAL.SOLID
SILDEN 25 MG 10 F.C.TAB.	SILDENAFIL	42.00	https://demov2.egypt.dawatech.com/web/image/product.template/17443/image_1920	SEXUAL TONIC	EIPICO	ORAL.SOLID
SILDEN 50 MG 4 F.C. TABS.	SILDENAFIL	22.00	https://cdn.shopify.com/s/files/1/0935/9550/0847/files/Silden-50-mg-4-Tab.webp?v=1754297263	SEXUAL TONIC	EIPICO	ORAL.SOLID
SILVIRBURN 1% CREAM 30 GM	SILVER SULFADIAZINE	38.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/silvirburn-1-cream-30-gm-5723292.jpg?v=1758571110	TOPICAL BACTERICIDAL	MUP	TOPICAL
SINADRY SYRUP 120 ML	PIMPINELLA ROOT EXT+GRINDELIA HERB EXT+PRIMULA ROOT TINCTURE EXT+THYME+ROSE EXT+HONEY	40.00	https://demov2.egypt.dawatech.com/web/image/product.template/16978/image_1920	ANTI-COUGH	SIGMA > NOVELL PHARMA	ORAL.LIQUID
SINE UP SYRUP 120 ML	CHLORPHENIRAMINE+PHENYLEPHRINE	29.00	https://demov2.egypt.dawatech.com/web/image/product.template/18329/image_1920	COLD PRODUCTS	PHARCO	ORAL.LIQUID
SINEMET 25/250 MG 20 TABS.	CARBIDOPA+LEVODOPA	122.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sinemet-25-mg-250-mg-20-tablets-144233.jpg?v=1687731640	PARKINSON S DISEASE.DOPAMINE AGONIST	ORGANON > GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
SINGULAIR 10 MG 14 F.C. TAB.	MONTELUKAST	192.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/singulair-10-mg-14-tablets-632080.jpg?v=1687731608	ASTHMA.ANTI-INFLAMMATORY.LEUKOTRIENE ANTAGONIST	GLOBAL NAPI PHARMACEUTICALS > MERCK SHARP & DOHME	ORAL.SOLID
SINLERG 20 TABS.	CHLORPHENIRAMINE+IBUPROFEN+PSEUDOEPHEDRINE	56.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/sinlerg-20-tablets-189060.jpg?v=1728800183	COLD PRODUCTS	EVA PHARMA	ORAL.SOLID
SOFENACIN 10 MG 20 F.C.TAB.	SOLIFENACIN SUCCINATE	122.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/sofenacin-10-mg-20-tablets-833094.jpg?v=1707299527	URINARY INCONTINENCE.ANTISPASMODICS.MUSCARINIC ANTAGONISTS	MARCYRL PHARMACEUTICAL INDUSTRIES (MPI)	ORAL.SOLID
SOLITRACT 10 MG 30 F.C. TAB.	SOLIFENACIN SUCCINATE	153.00	https://demov2.egypt.dawatech.com/web/image/product.template/8933/image_1920	URINARY INCONTINENCE.ANTISPASMODICS.MUSCARINIC ANTAGONISTS	EVA PHARMA	ORAL.SOLID
SOLITRACT 5 MG 30 F.C. TAB.	SOLIFENACIN SUCCINATE	117.00	https://demov2.egypt.dawatech.com/web/image/product.template/10599/image_1920	URINARY INCONTINENCE.ANTISPASMODICS.MUSCARINIC ANTAGONISTS	EVA PHARMA	ORAL.SOLID
SORAL 20 MG 30 CAPS.	TENOXICAM	129.00	https://demov2.egypt.dawatech.com/web/image/product.template/10513/image_1920	NSAID.OXICAM	GLOBAL NAPI PHARMACEUTICALS	ORAL.SOLID
SPASMEX 30 MG 50 F.C. TABS.	TROSPIUM CHLORIDE	170.00	https://demov2.egypt.dawatech.com/web/image/product.template/6416/image_1920	URGE INCONTINENCE	FERRING PHARMACEUTICALS > MULTIPHARMA	ORAL.SOLID
SPASMO-DIGESTIN 30 TABS.	DICYCLOMINE+PAPAIN+SANZYME 3500+SIMETHICONE+SODIUM DEHYDROCHOLATE	78.00	https://demov2.egypt.dawatech.com/web/image/product.template/11257/image_1920	DIGESTIVE ENZYMES	PHARCO	ORAL.SOLID
SPASMOMEN 40 MG 20 TABS.	OTILONIUM BROMIDE	80.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spasmomen-40-mg-20-tablets-7508693.jpg?v=1758854323	ANTISPASMODIC	MINA PHARM > MENARINI	ORAL.SOLID
SPASMOREST 10 MG 20 TABS.	DICYCLOMINE	22.00	https://demov2.egypt.dawatech.com/web/image/product.template/18358/image_1920	ANTI-MUSCARINIC.IRRITABLE BOWEL SYNDROME	MISR	ORAL.SOLID
SPASMOREST 20 MG 20 TABS.	DICYCLOMINE	32.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spasmorest-20-mg-20-tablets-949690.jpg?v=1687731646	ANTI-MUSCARINIC.IRRITABLE BOWEL SYNDROME	MISR	ORAL.SOLID
SPECTONE 100 MG 20 TABS.	SPIRONOLACTONE	90.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/spectone-100-mg-20-tablets-637844.jpg?v=1704034117	DIURETIC.POTASSIUM-SPARING DIURETICS	KAHIRA	ORAL.SOLID
SPECTONE 25 MG 20 TABS.	SPIRONOLACTONE	36.00	https://demov2.egypt.dawatech.com/web/image/product.template/15549/image_1920	DIURETIC.POTASSIUM-SPARING DIURETICS	KAHIRA	ORAL.SOLID
STARKOPREX 5 MG 30 TABS.	TADALAFIL	252.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/starkoprex-5-mg-30-tablets-764955.jpg?v=1720943481	SEXUAL TONIC	MULTI-APEX	ORAL.SOLID
STATIROSE 20 MG 10 TABS.	ROSUVASTATIN	52.00	https://demov2.egypt.dawatech.com/web/image/product.template/14653/image_1920	ANTIHYPERLIPIDEMIC.STATINS	OCTOBER PHARMA > PHARMAGIN	ORAL.SOLID
STEADYFUTAL 8 MG 30 TAB.	BETAHISTINE	51.00	https://demov2.egypt.dawatech.com/web/image/product.template/17014/image_1920	DIAMINE OXIDASE INHIBITOR	FUTURE PHARMACEUTICAL INDUSTRIES (FPI)	ORAL.SOLID
STELLASIL 5 MG 30 TAB.	TRIFLUPERAZINE	33.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/stellasil-5-mg-30-tablets-133552.jpg?v=1687731648	PSYCHIATRIC.ANTIPSYCHOTICS	KAHIRA	ORAL.SOLID
STERONATE 5 MG 20 TABS.	NORETHISTERONE	56.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/steronate-nor-5-mg-20-tablets-248092.jpg?v=1695660802	SYNTHETIC PROGESTOGENS	HI-PHARM	ORAL.SOLID
STIMU-MAX 100 MG 5 F.C.TABS.	SILDENAFIL	40.00	https://demov2.egypt.dawatech.com/web/image/product.template/17683/image_1920	SEXUAL TONIC	SEDICO	ORAL.SOLID
STIMULAN 400 MG 30 CAPS.	PIRACETAM	48.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/stimulan-400-mg-30-capsules-766909.jpg?v=1710537749	CEREBRAL CIRCULATORY ENHANCER	AMOUN	ORAL.SOLID
STIMULAN 800 MG 30 TABS.	PIRACETAM	78.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/stimulan-800-mg-30-tablets-564992.jpg?v=1729201521	CEREBRAL CIRCULATORY ENHANCER	AMOUN	ORAL.SOLID
STOPADOL EXTRA 20 TAB.	CAFFEINE+PARACETAMOL(ACETAMINOPHEN)	38.00	https://demov2.egypt.dawatech.com/web/image/product.template/17001/image_1920	MILD ANALGESIC	EVA PHARMA	ORAL.SOLID
STOPSPASM 20 F.C. TABS.	PHLOROGLUCINOL+TRIMETHYLPHLOROGLUCINOL	60.00	https://demov2.egypt.dawatech.com/web/image/product.template/13048/image_1920	ANTISPASMODIC	CHEMIPHARM	ORAL.SOLID
STREPTOQUIN 20 TABS.	DIIODOHYDROXYQUINOLINE+HOMATROPINE METHYLBROMIDE+PHTHALYL SULFATHIAZOLE+STREPTOMYCIN	46.00	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/streptoquin-20-tablets-312081.jpg?v=1691501953	ANTIDIARRHEAL	MUP	ORAL.SOLID
